show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,full_text,clean_text
s727,TV Show,Metallica: Some Kind of Monster,"Joe Berlinger, Bruce Sinofsky","James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo",United States,"June 13, 2021",2014,TV-MA,1 Season,TV Shows,"This collection includes the acclaimed rock documentary about Metallica, plus a film checking in with the still-thriving group 10 years later.","TV Show. Metallica: Some Kind of Monster. Joe Berlinger, Bruce Sinofsky. James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo. United States. June 13, 2021. 1 Season. 1 Season. TV Shows. This collection includes the acclaimed rock documentary about Metallica, plus a film checking in with the still-thriving group 10 years later.",tv show metallica kind monster joe berlinger bruce sinofsky james hetfield lar ulrich kirk hammett robert trujillo united states june season season tv show collection include acclaim rock documentary metallica plus film checking still thrive group year later
s728,Movie,Picture a Scientist,"Ian Cheney, Sharon Shattuck",,United States,"June 13, 2021",2020,TV-MA,97 min,Documentaries,"In this documentary, leading women scientists discuss the inequalities they've faced as they set out to create a new formula to make STEM open to all.","Movie. Picture a Scientist. Ian Cheney, Sharon Shattuck. nan. United States. June 13, 2021. 97 min. 97 min. Documentaries. In this documentary, leading women scientists discuss the inequalities they've faced as they set out to create a new formula to make STEM open to all.",movie picture scientist ian cheney sharon shattuck united states june min min documentary documentary lead woman scientist discuss inequality face set create new formula make stem open
s729,Movie,The Devil Below,Bradley Parker,"Alicia Sanz, Will Patton, Jonathan Sadowski, Adan Canto, Zach Avery, Chinaza Uche, Jesse LaTourette",United States,"June 13, 2021",2021,TV-MA,89 min,Horror Movies,"When a team of researchers tries to find out what started a fire in a coal mine, they quickly discover that the disaster is anything but natural.","Movie. The Devil Below. Bradley Parker. Alicia Sanz, Will Patton, Jonathan Sadowski, Adan Canto, Zach Avery, Chinaza Uche, Jesse LaTourette. United States. June 13, 2021. 89 min. 89 min. Horror Movies. When a team of researchers tries to find out what started a fire in a coal mine, they quickly discover that the disaster is anything but natural.",movie devil bradley parker alicia sanz patton jonathan sadowski adan canto zach avery chinaza uche jesse latourette united states june min min horror movie team researcher try find start fire coal mine quickly discover disaster anything natural
s730,Movie,Bling Empire - The Afterparty,,"David Spade, London Hughes, Fortune Feimster",,"June 12, 2021",2021,TV-MA,36 min,Movies,"The stars of ""Bling Empire"" discuss the show's success and play bling-themed games, then comic Joel Kim Booster makes his case for joining the cast.","Movie. Bling Empire - The Afterparty. nan. David Spade, London Hughes, Fortune Feimster. nan. June 12, 2021. 36 min. 36 min. Movies. The stars of ""Bling Empire"" discuss the show's success and play bling-themed games, then comic Joel Kim Booster makes his case for joining the cast.",movie bling empire afterparty david spade london hughes fortune feimster june min min movie star bling empire discuss show success play bling theme game comic joel kim booster make case join cast
s731,Movie,Cobra Kai - The Afterparty,,"David Spade, London Hughes, Fortune Feimster",,"June 12, 2021",2021,TV-MA,34 min,Movies,"Ralph Macchio, William Zabka and more from the ""Cobra Kai"" cast drop by to chat Season 3 (spoilers ahead!), followed by Bill Burr of ""F Is for Family.""","Movie. Cobra Kai - The Afterparty. nan. David Spade, London Hughes, Fortune Feimster. nan. June 12, 2021. 34 min. 34 min. Movies. Ralph Macchio, William Zabka and more from the ""Cobra Kai"" cast drop by to chat Season 3 (spoilers ahead!), followed by Bill Burr of ""F Is for Family.""",movie cobra kai afterparty david spade london hughes fortune feimster june min min movie ralph macchio william zabka cobra kai cast drop chat season spoiler ahead follow bill burr f family
s732,TV Show,Love (ft. Marriage and Divorce),,"Sung Hoon, Lee Tae-gon, Park Joo-mi, Lee Ga-ryoung, Lee Min-young, Jeon No-min, Jeon Soo-kyeong, Lim Hye-young, Song Ji-in, Moon Sung-ho, Roh Joo-hyun, Kim Ameliia, Kim Eung-soo, Lee Jong-nam, Lee Hyo-chun, Jun Hye-won, Lim Han-bin, Park Seo-kyung, Shin Su-ho, Yun Seo-hyun",South Korea,"June 12, 2021",2021,TV-14,2 Seasons,"International TV Shows, TV Dramas","Everything comes unraveling for three successful women who work on a radio show as twists, turns and troubles plague their seemingly happy marriages.","TV Show. Love (ft. Marriage and Divorce). nan. Sung Hoon, Lee Tae-gon, Park Joo-mi, Lee Ga-ryoung, Lee Min-young, Jeon No-min, Jeon Soo-kyeong, Lim Hye-young, Song Ji-in, Moon Sung-ho, Roh Joo-hyun, Kim Ameliia, Kim Eung-soo, Lee Jong-nam, Lee Hyo-chun, Jun Hye-won, Lim Han-bin, Park Seo-kyung, Shin Su-ho, Yun Seo-hyun. South Korea. June 12, 2021. 2 Seasons. 2 Seasons. International TV Shows, TV Dramas. Everything comes unraveling for three successful women who work on a radio show as twists, turns and troubles plague their seemingly happy marriages.",tv show love ft marriage divorce sung hoon lee tae gon park joo mi lee ga ryoung lee min young jeon no min jeon soo kyeong lim hye young song ji moon sung ho roh joo hyun kim ameliia kim eung soo lee jong nam lee hyo chun jun hye lim han bin park seo kyung shin su ho yun seo hyun south korea june season season international tv show tv drama everything come unravel three successful woman work radio show twist turn trouble plague seemingly happy marriage
s733,Movie,To All the Boys: Always and Forever - The Afterparty,,"Cast members of the ""To All the Boys"" films dish about the third movie and answer some fan questions, plus Whitney Cummings gives suspect dating advice.",,"June 12, 2021",2021,TV-MA,36 min,Movies,"Cast members of the ""To All the Boys"" films dish about the third movie and answer some fan questions, plus Whitney Cummings gives suspect dating advice.","Movie. To All the Boys: Always and Forever - The Afterparty. nan. Cast members of the ""To All the Boys"" films dish about the third movie and answer some fan questions, plus Whitney Cummings gives suspect dating advice.. nan. June 12, 2021. 36 min. 36 min. Movies. Cast members of the ""To All the Boys"" films dish about the third movie and answer some fan questions, plus Whitney Cummings gives suspect dating advice.",movie boy always forever afterparty cast member boy film dish third movie answer fan question plus whitney cumming give suspect date advice june min min movie cast member boy film dish third movie answer fan question plus whitney cumming give suspect date advice
s734,TV Show,LEGO Friends: The Power of Friendship,,"Erica Mendez, Marianne Miller, Rachelle Heger, Millie O'Conner, Alexa Kahn, Doug Stone, Chris Smith, Bryce Papenbrook, Heather Downey, Chris Hackney, Ben Pronsky",Denmark,"June 11, 2021",2016,TV-Y7,2 Seasons,Kids' TV,"Five best friends face adventures side by side in their hometown. Zany antics, love and missteps are better with friends!","TV Show. LEGO Friends: The Power of Friendship. nan. Erica Mendez, Marianne Miller, Rachelle Heger, Millie O'Conner, Alexa Kahn, Doug Stone, Chris Smith, Bryce Papenbrook, Heather Downey, Chris Hackney, Ben Pronsky. Denmark. June 11, 2021. 2 Seasons. 2 Seasons. Kids' TV. Five best friends face adventures side by side in their hometown. Zany antics, love and missteps are better with friends!",tv show lego friend power friendship erica mendez marianne miller rachelle heger millie oconner alexa kahn doug stone chris smith bryce papenbrook heather downey chris hackney ben pronsky denmark june season season kid tv five good friend face adventure side side hometown zany antic love misstep well friend
s735,TV Show,Lupin,,"Omar Sy, Ludivine Sagnier, Clotilde Hesme, Nicole Garcia, Hervé Pierre, Soufiane Guerrab, Antoine Gouy, Fargass Assandé, Vincent Londez, Shirine Boutella","France, United States","June 11, 2021",2021,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure","Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.","TV Show. Lupin. nan. Omar Sy, Ludivine Sagnier, Clotilde Hesme, Nicole Garcia, Hervé Pierre, Soufiane Guerrab, Antoine Gouy, Fargass Assandé, Vincent Londez, Shirine Boutella. France, United States. June 11, 2021. 2 Seasons. 2 Seasons. Crime TV Shows, International TV Shows, TV Action & Adventure. Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",tv show lupin omar sy ludivine sagnier clotilde hesme nicole garcia herve pierre soufiane guerrab antoine gouy fargass assande vincent londez shirine boutella france united states june season season crime tv show international tv show tv action adventure inspire adventure arsene lupin gentleman thief assane diop set avenge father injustice inflict wealthy family
s736,Movie,Sarbath,Prabhakaran,"Kathir, Soori, Rahasya Gorak, Ashvatt",India,"June 11, 2021",2021,TV-PG,113 min,"Comedies, Dramas, International Movies","When a city man returns to his native village for his brother’s wedding, several unforeseen snags make his visit more eventful than anticipated.","Movie. Sarbath. Prabhakaran. Kathir, Soori, Rahasya Gorak, Ashvatt. India. June 11, 2021. 113 min. 113 min. Comedies, Dramas, International Movies. When a city man returns to his native village for his brother’s wedding, several unforeseen snags make his visit more eventful than anticipated.",movie sarbath prabhakaran kathir soori rahasya gorak ashvatt india june min min comedy drama international movie city man return native village brother wedding several unforeseen snag make visit eventful anticipate
s737,Movie,Skater Girl,Manjari Makijany,"Rachel Saanchita Gupta, Amy Maghera, Shafin Patel, Ambrish Saxena, Swati Das, Jonathan Readwin, Ankit Yadav, Anurag Arora, Vinayak Gupta, Vivek Yadav, Waheeda Rehman","United States, India","June 11, 2021",2021,PG,110 min,"Children & Family Movies, Dramas, International Movies","When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete.","Movie. Skater Girl. Manjari Makijany. Rachel Saanchita Gupta, Amy Maghera, Shafin Patel, Ambrish Saxena, Swati Das, Jonathan Readwin, Ankit Yadav, Anurag Arora, Vinayak Gupta, Vivek Yadav, Waheeda Rehman. United States, India. June 11, 2021. 110 min. 110 min. Children & Family Movies, Dramas, International Movies. When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete.",movie skater girl manjari makijany rachel saanchita gupta amy maghera shafin patel ambrish saxena swati das jonathan readwin ankit yadav anurag arora vinayak gupta vivek yadav waheeda rehman united states india june min min children family movie drama international movie teen rural india discover life change passion skateboard face rough road follow dream compete
s738,TV Show,Trese,Jay Oliva,"Shay Mitchell, Liza Soberano, Jon Jon Briones, Darren Criss, Manny Jacinto, Dante Basco, Nicole Scherzinger, Lou Diamond Phillips, Steve Blum","Philippines, Singapore, Indonesia","June 11, 2021",2021,TV-MA,1 Season,"Anime Series, Crime TV Shows, TV Horror","In Manila, where dark supernatural forces pervade the criminal underworld, it’s up to Alexandra Trese to keep the peace — but there’s a storm brewing.","TV Show. Trese. Jay Oliva. Shay Mitchell, Liza Soberano, Jon Jon Briones, Darren Criss, Manny Jacinto, Dante Basco, Nicole Scherzinger, Lou Diamond Phillips, Steve Blum. Philippines, Singapore, Indonesia. June 11, 2021. 1 Season. 1 Season. Anime Series, Crime TV Shows, TV Horror. In Manila, where dark supernatural forces pervade the criminal underworld, it’s up to Alexandra Trese to keep the peace — but there’s a storm brewing.",tv show trese jay oliva shay mitchell liza soberano jon jon briones darren criss manny jacinto dante basco nicole scherzinger lou diamond phillips steve blum philippines singapore indonesia june season season anime series crime tv show tv horror manila dark supernatural force pervade criminal underworld alexandra trese keep peace storm brewing
s739,Movie,Trese After Dark,,,,"June 11, 2021",2021,TV-14,36 min,"Anime Features, Documentaries","Stars and creators gather to discuss “Trese,” from its Filipino folklore inspirations to the comic’s beginnings and its journey to an anime series.","Movie. Trese After Dark. nan. nan. nan. June 11, 2021. 36 min. 36 min. Anime Features, Documentaries. Stars and creators gather to discuss “Trese,” from its Filipino folklore inspirations to the comic’s beginnings and its journey to an anime series.",movie trese dark june min min anime features documentary star creator gather discuss trese filipino folklore inspiration comic_strip beginning journey anime series
s740,Movie,Wish Dragon,Chris Appelhans,"Jimmy Wong, John Cho, Constance Wu, Will Yun Lee, Bobby Lee, Jimmy O. Yang, Ian Chen","China, United States, Canada","June 11, 2021",2021,PG,102 min,"Children & Family Movies, Comedies",Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,"Movie. Wish Dragon. Chris Appelhans. Jimmy Wong, John Cho, Constance Wu, Will Yun Lee, Bobby Lee, Jimmy O. Yang, Ian Chen. China, United States, Canada. June 11, 2021. 102 min. 102 min. Children & Family Movies, Comedies. Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.",movie wish dragon chris appelhans jimmy wong john cho constance wu yun lee bobby lee jimmy yang ian chen china united states canada june min min children family movie comedy determined teen din long reconnect childhood good friend meet wish grant dragon show magic possibility
